,Unnamed: 0,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
1417,811,COIMBRES16DEL02,38.0,4.9,01-04-2022,21:10,21:20,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,28,20002.519669070687
1418,6308,VADRES18DEL03,21.0,4.9,10-03-2022,18:55,0.791666667,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,21,20002.519669070687
1419,10921,KOLRES06DEL03,23.0,4.8,15-02-2022,23:30,23:45,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,10,20002.519669070687
1420,3189,HYDRES09DEL02,25.0,4.7,02-03-2022,17:20,17:25,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,10,20002.519669070138
1421,41602,BANGRES12DEL02,26.0,4.8,03-03-2022,11:15,11:20,Fog,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,22,20002.519669070138
1422,173,MYSRES18DEL01,35.0,4.9,02-03-2022,21:15,21:20,Fog,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,43,20002.519669070138
1423,15602,PUNERES14DEL01,37.0,4.6,07-03-2022,13:50,0.583333333,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.519669070138
1424,26314,CHENRES09DEL01,21.0,4.5,25-03-2022,21:20,21:25,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Urban,25,20002.519669070138
1425,4421,PUNERES010DEL02,36.0,4.6,15-03-2022,0.458333333,11:15,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,20002.519669067533
1426,11886,BANGRES16DEL01,38.0,4.9,06-04-2022,19:25,19:40,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,30,20002.519669067533
1427,35916,RANCHIRES02DEL01,32.0,4.7,14-03-2022,21:30,21:40,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Urban,29,20002.519669067533
1428,19058,PUNERES12DEL02,27.0,4.9,30-03-2022,19:40,19:50,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,18,20002.519669067493
1429,2265,JAPRES12DEL01,38.0,4.4,18-03-2022,18:40,18:55,Fog,Medium,1,Drinks,motorcycle,2.0,No,Metropolitian,42,20002.519669067493
1430,10324,RANCHIRES010DEL02,,,13-03-2022,,10:20,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.519669067493
1431,37152,MUMRES05DEL01,35.0,4.8,31-03-2022,23:40,23:45,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,30,20002.519669067493
1432,43413,MUMRES14DEL01,26.0,4.6,14-03-2022,21:35,21:45,Stormy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,27,20002.519669067493
1433,45230,HYDRES13DEL02,38.0,4.9,29-03-2022,23:50,1,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,26,20002.51966901131
1434,18597,COIMBRES07DEL03,39.0,4.8,05-03-2022,21:15,21:25,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Urban,15,20002.51966901131
1435,5553,MUMRES19DEL03,28.0,5.0,13-03-2022,23:25,23:35,Windy,Low,1,Buffet,motorcycle,1.0,No,Urban,12,20002.51966901131
1436,34494,SURRES12DEL03,25.0,4.9,19-03-2022,21:20,21:35,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.51966901131
1437,16132,CHENRES17DEL03,39.0,4.7,03-04-2022,21:40,21:45,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Metropolitian,26,20002.519669007703
1438,23766,HYDRES11DEL01,36.0,3.6,06-03-2022,18:35,18:40,Stormy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,37,20002.519669007703
1439,27996,HYDRES03DEL03,31.0,4.2,19-03-2022,20:20,20:30,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,33,20002.5196689876
1440,40567,VADRES01DEL01,36.0,4.2,10-03-2022,20:35,20:45,Windy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,42,20002.5196689876
1441,18036,KOCRES010DEL02,27.0,4.7,11-02-2022,08:45,08:55,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,12,20002.519667385546
1442,21388,SURRES06DEL03,22.0,4.7,11-03-2022,17:30,17:35,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,11,20002.519667385546
1443,71,BANGRES11DEL01,27.0,4.7,10-03-2022,0.875,21:15,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,42,20002.5196673457
1444,10628,SURRES01DEL01,20.0,4.8,01-04-2022,10:45,10:55,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,19,20002.5196673457
1445,27859,MYSRES20DEL03,22.0,4.7,01-04-2022,19:45,0.833333333,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.5196673457
1446,22133,MUMRES13DEL01,29.0,4.7,23-03-2022,17:35,17:40,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,30,20002.5196673457
1447,28620,JAPRES11DEL02,26.0,4.6,03-04-2022,08:20,08:25,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,16,20002.519667345558
1448,13204,HYDRES06DEL03,25.0,4.7,31-03-2022,0.75,18:15,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.519667345558
1449,30723,KNPRES06DEL03,36.0,4.8,13-02-2022,18:15,18:20,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.519667345558
1450,14381,PUNERES08DEL02,39.0,3.7,25-03-2022,17:35,17:50,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,37,20002.519667345558
1451,15521,KOCRES05DEL02,21.0,5.0,15-02-2022,22:55,0.958333333,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,13,20002.519667345558
1452,42721,VADRES01DEL01,,,19-03-2022,,16:10,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Urban,15,20002.51966731284
1453,37195,SURRES16DEL02,32.0,4.1,31-03-2022,21:15,21:25,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,40,20002.51966731284
1454,26223,JAPRES11DEL03,22.0,4.2,13-03-2022,19:15,19:30,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,34,20002.51966731284
1455,19353,MYSRES010DEL02,32.0,4.6,05-04-2022,18:50,0.791666667,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,20002.51966731031
1456,1448,PUNERES15DEL02,22.0,4.7,23-03-2022,17:55,18:10,Stormy,Medium,1,Drinks,scooter,1.0,No,Urban,28,20002.51966731031
1457,38994,INDORES14DEL02,36.0,4.5,13-03-2022,08:30,08:45,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,25,20002.51966731031
1458,12802,CHENRES11DEL01,28.0,4.8,19-03-2022,08:10,08:20,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,19,20002.519667306166
1459,13909,BANGRES01DEL02,,,01-03-2022,,11:55,,,3,Buffet,scooter,2.0,No,Metropolitian,34,20002.519667306166
1460,27694,MUMRES09DEL03,35.0,4.6,21-03-2022,21:50,22:05,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,25,20002.519667306166
1461,9928,LUDHRES05DEL03,31.0,3.2,16-02-2022,23:35,23:40,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.519667306166
1462,35309,PUNERES11DEL03,33.0,4.6,11-03-2022,17:10,17:25,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,20002.519667306166
1463,4193,COIMBRES06DEL02,37.0,3.8,04-04-2022,20:20,20:35,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.519667306166
1464,8091,MYSRES18DEL01,32.0,4.4,04-04-2022,0.833333333,20:15,Windy,Jam,2,Meal,motorcycle,1.0,No,Urban,35,20002.51966730612
1465,12711,COIMBRES010DEL02,30.0,4.9,07-03-2022,09:50,09:55,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,24,20002.519667303994
1466,38929,RANCHIRES02DEL01,35.0,4.3,31-03-2022,21:30,21:45,Windy,Jam,0,Buffet,motorcycle,1.0,Yes,Urban,53,20002.519667303994
1467,30258,CHENRES13DEL01,24.0,4.5,24-03-2022,15:30,15:35,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,23,20002.519667303906
1468,14128,BANGRES16DEL01,33.0,4.8,31-03-2022,17:50,17:55,Cloudy,Medium,1,Buffet,motorcycle,,No,Metropolitian,31,20002.519667303906
1469,16817,RANCHIRES07DEL01,28.0,4.6,16-03-2022,0.75,18:15,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,37,20002.519667303906
1470,31447,RANCHIRES12DEL03,21.0,4.6,03-03-2022,18:25,18:35,Cloudy,Medium,1,Drinks,scooter,0.0,No,Urban,15,20002.51966729831
1471,10835,ALHRES05DEL03,34.0,4.2,12-02-2022,21:50,22:05,Sandstorms,Jam,1,Buffet,motorcycle,0.0,Yes,Metropolitian,42,20002.51966729831
1472,5787,BHPRES07DEL02,38.0,4.0,11-02-2022,0.375,09:10,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.519667269673
1473,10821,INDORES16DEL03,38.0,4.9,17-03-2022,20:50,21:05,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,31,20002.519667269673
1474,43845,SURRES14DEL03,27.0,5.0,09-03-2022,18:30,18:35,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,17,20002.51966726939
1475,1644,CHENRES07DEL02,33.0,4.6,03-03-2022,19:20,19:25,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,18,20002.51966726939
1476,6366,INDORES14DEL01,37.0,4.5,06-04-2022,19:55,0.833333333,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,39,20002.51966726939
1477,38927,AGRRES19DEL03,38.0,4.6,16-02-2022,18:10,18:20,Cloudy,Medium,0,Snack,motorcycle,3.0,No,Metropolitian,44,20002.51966726939
1478,44725,MYSRES06DEL02,36.0,3.3,20-03-2022,22:50,22:55,Sunny,Low,0,Meal,motorcycle,2.0,No,Metropolitian,34,20002.51966726939
1479,35370,BANGRES13DEL02,34.0,4.6,21-03-2022,09:10,09:15,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.51966726939
1480,7892,SURRES14DEL01,34.0,4.9,06-03-2022,22:35,22:40,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.51966726939
1481,19055,RANCHIRES08DEL02,38.0,4.6,23-03-2022,23:40,23:50,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,30,20002.51966726939
1482,17141,MYSRES05DEL02,29.0,4.8,04-03-2022,23:55,1,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,16,20002.51966726939
1483,45089,MUMRES03DEL01,31.0,3.8,27-03-2022,17:25,17:40,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,32,20002.51966726939
1484,32856,SURRES010DEL01,29.0,4.7,13-03-2022,15:20,15:30,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,12,20002.51966726241
1485,8541,GOARES05DEL01,27.0,4.7,11-02-2022,10:35,10:45,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,15,20002.51966726241
1486,6046,BANGRES19DEL01,24.0,4.1,04-03-2022,20:50,20:55,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,20002.51966726241
1487,23094,RANCHIRES11DEL01,23.0,4.7,21-03-2022,10:55,0.458333333,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,15,20002.51966726241
1488,1900,PUNERES02DEL03,33.0,4.0,07-03-2022,23:15,23:20,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.51966725132
1489,4305,COIMBRES16DEL01,35.0,4.0,11-03-2022,12:35,12:40,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.51966725132
1490,18997,BANGRES13DEL01,23.0,4.5,17-03-2022,11:25,11:40,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.51966725132
1491,4775,HYDRES04DEL02,34.0,4.9,13-03-2022,19:15,19:25,Fog,Jam,2,Snack,scooter,1.0,No,Urban,35,20002.51966725132
1492,36569,RANCHIRES09DEL03,21.0,4.7,02-03-2022,23:10,23:20,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,13,20002.51966725132
1493,29034,VADRES01DEL02,27.0,4.9,14-03-2022,0.958333333,23:15,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.519667237088
1494,26927,RANCHIRES13DEL01,30.0,4.7,20-03-2022,18:50,19:05,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,20002.519667237088
1495,44853,AGRRES18DEL03,27.0,4.9,15-02-2022,18:40,18:45,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.51966723266
1496,10075,MYSRES05DEL01,33.0,4.7,14-03-2022,17:55,18:10,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.51966723266
1497,38764,KOCRES08DEL02,25.0,5.0,11-02-2022,17:40,17:55,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.51966723266
1498,8153,JAPRES11DEL03,33.0,4.3,19-03-2022,22:20,22:30,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,27,20002.519667195436
1499,44942,ALHRES20DEL03,27.0,5.0,12-02-2022,0.791666667,19:10,Windy,Medium,2,Meal,scooter,0.0,No,Metropolitian,21,20002.519667195436
1500,45423,RANCHIRES02DEL03,32.0,4.1,19-03-2022,20:20,20:30,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,44,20002.519667195436
1501,40029,BANGRES02DEL02,20.0,4.7,10-03-2022,0.75,18:10,Sunny,Medium,1,Drinks,scooter,0.0,No,Metropolitian,14,20002.519663821015
1502,9786,MUMRES11DEL02,29.0,4.8,27-03-2022,18:20,18:35,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,31,20002.519663817762
1503,44100,MYSRES010DEL02,21.0,4.7,08-03-2022,19:45,0.833333333,Cloudy,Jam,1,Buffet,scooter,1.0,No,Urban,33,20002.519663811756
1504,38026,MYSRES04DEL02,21.0,4.1,30-03-2022,08:55,09:05,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,15,20002.519663811756
1505,27004,VADRES20DEL01,26.0,4.5,29-03-2022,17:35,17:40,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Urban,15,20002.5196638113
1506,8402,VADRES01DEL01,36.0,4.1,14-03-2022,19:30,19:45,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.5196638113
1507,41792,SURRES12DEL01,24.0,4.6,17-03-2022,09:55,10:10,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,15,20002.5196638113
1508,18685,PUNERES12DEL02,38.0,4.7,03-03-2022,18:30,18:35,Sunny,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,21,20002.519663810974
1509,45081,JAPRES04DEL03,26.0,4.1,08-03-2022,0.833333333,20:15,Cloudy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,37,20002.519663808704
1510,6890,JAPRES18DEL02,36.0,4.7,30-03-2022,09:25,09:30,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.519663808704
1511,21454,HYDRES19DEL01,37.0,4.3,14-03-2022,22:40,22:45,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,39,20002.51966380777
1512,26644,LUDHRES08DEL03,31.0,5.0,17-02-2022,17:35,17:45,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,31,20002.519663796043
1513,18379,BANGRES12DEL03,24.0,5.0,23-03-2022,22:55,23:05,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.519663796043
1514,24761,RANCHIRES07DEL03,29.0,4.6,14-03-2022,17:35,17:40,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,21,20002.519663796043
1515,12932,JAPRES010DEL01,34.0,4.9,09-03-2022,09:35,09:45,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,27,20002.519663780993
1516,9073,KOLRES02DEL02,37.0,4.6,18-02-2022,23:40,23:45,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.519663780993
1517,28354,HYDRES05DEL02,23.0,4.6,13-03-2022,10:40,10:50,Cloudy,Low,2,Drinks,motorcycle,0.0,No,Urban,15,20002.51966377658
1518,24109,SURRES02DEL02,21.0,2.6,31-03-2022,23:35,23:45,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,37,20002.51966377658
1519,33677,SURRES16DEL03,21.0,4.2,14-03-2022,0.833333333,20:15,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,43,20002.51966377162
1520,116,COIMBRES12DEL02,23.0,4.9,18-03-2022,1,24:15:00,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,18,20002.51966377162
1521,13094,RANCHIRES17DEL03,38.0,4.9,05-03-2022,22:15,22:30,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,20002.51966377162
1522,7040,PUNERES02DEL01,35.0,4.1,19-03-2022,16:15,16:25,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.51966377162
1523,28938,COIMBRES010DEL02,33.0,4.3,13-03-2022,11:55,12:05,Windy,High,2,Meal,scooter,0.0,No,Metropolitian,32,20002.51966377162
1524,44188,CHENRES14DEL01,22.0,4.8,19-03-2022,08:40,08:55,Fog,Low,2,Drinks,scooter,0.0,No,Urban,14,20002.51966377162
1525,18235,CHENRES03DEL02,20.0,4.8,23-03-2022,18:45,18:50,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,29,20002.51966377162
1526,27551,HYDRES17DEL02,34.0,4.5,12-03-2022,22:20,22:25,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,18,20002.51966376399
1527,26339,PUNERES14DEL03,38.0,5.0,26-03-2022,20:45,20:50,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,33,20002.51966376396
1528,39186,CHENRES16DEL03,31.0,4.8,27-03-2022,20:40,20:50,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,15,20002.519663762283
1529,15832,MYSRES01DEL02,39.0,4.7,17-03-2022,10:55,11:10,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.519663762283
1530,16460,BANGRES18DEL03,34.0,4.8,26-03-2022,19:35,19:50,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.519663762283
1531,4119,PUNERES18DEL01,21.0,4.9,20-03-2022,19:35,19:45,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,29,20002.519663762283
1532,30231,GOARES17DEL02,28.0,4.8,13-02-2022,09:10,09:15,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.519663762283
1533,5245,PUNERES11DEL01,25.0,4.2,01-03-2022,08:30,08:35,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,20,20002.519663759096
1534,33589,AURGRES14DEL02,33.0,4.7,15-02-2022,17:15,17:30,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.519663759096
1535,35011,RANCHIRES19DEL01,29.0,4.6,02-03-2022,22:45,0.958333333,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,16,20002.519663759096
1536,30517,RANCHIRES16DEL02,33.0,4.1,06-03-2022,20:40,20:50,Cloudy,Jam,2,Meal,scooter,2.0,No,Metropolitian,46,20002.51966375658
1537,19737,SURRES19DEL03,39.0,4.4,02-03-2022,17:35,17:45,Cloudy,Medium,2,Snack,scooter,2.0,No,,39,20002.51966375658
1538,8952,VADRES17DEL02,21.0,4.7,11-03-2022,18:35,18:45,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Urban,15,20002.519663657968
1539,23144,JAPRES06DEL02,31.0,5.0,25-03-2022,23:30,23:45,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,17,20002.519661408955
1540,32105,JAPRES15DEL02,33.0,4.7,08-03-2022,22:25,22:40,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,30,20002.519661408955
1541,29884,MUMRES14DEL01,28.0,4.7,05-03-2022,12:50,12:55,Windy,High,2,Snack,electric_scooter,0.0,No,Metropolitian,12,20002.51966139146
1542,36690,RANCHIRES01DEL01,31.0,4.9,06-04-2022,20:10,20:20,Cloudy,Jam,0,Meal,motorcycle,2.0,Yes,Metropolitian,42,20002.519661307142
1543,22996,SURRES17DEL02,26.0,4.9,26-03-2022,10:45,10:55,Stormy,Low,2,Buffet,motorcycle,0.0,,Metropolitian,10,20002.519661299684
1544,12994,RANCHIRES08DEL03,33.0,4.5,05-03-2022,20:45,20:50,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,21,20002.519661293238
1545,11768,SURRES03DEL02,36.0,4.6,29-03-2022,19:45,19:50,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.51966127858
1546,21594,COIMBRES010DEL02,27.0,4.9,06-03-2022,23:55,24:05:00,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,16,20002.51966127858
1547,44354,PUNERES02DEL01,39.0,4.6,26-03-2022,11:25,11:40,Windy,High,2,Snack,scooter,1.0,No,Metropolitian,32,20002.51966125859
1548,40531,JAPRES20DEL02,25.0,4.8,15-03-2022,09:15,09:20,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,16,20002.519661235787
1549,38305,ALHRES04DEL01,36.0,4.7,13-02-2022,10:50,11:05,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.51966123332
1550,21535,SURRES09DEL03,20.0,4.6,01-03-2022,17:55,18:10,Cloudy,Medium,1,Buffet,scooter,1.0,No,Urban,19,20002.51966122724
1551,27448,RANCHIRES19DEL02,28.0,4.6,24-03-2022,09:55,0.416666667,Windy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,14,20002.519649606602
1552,42106,KNPRES15DEL02,21.0,4.9,17-02-2022,20:45,20:50,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Urban,22,20002.519649606602
1553,14977,KNPRES09DEL01,23.0,4.9,13-02-2022,09:15,09:25,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.519649606602
1554,31114,MUMRES09DEL01,33.0,4.6,25-03-2022,18:25,18:30,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.519649606602
1555,32998,SURRES08DEL02,25.0,4.6,11-03-2022,21:35,21:50,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,19,20002.519649606602
1556,31468,MYSRES09DEL02,31.0,4.7,01-04-2022,18:45,18:50,Fog,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,16,20002.519649606602
1557,19020,INDORES03DEL02,32.0,4.8,30-03-2022,22:10,22:20,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,26,20002.519649606602
1558,15298,VADRES010DEL01,39.0,4.6,09-03-2022,10:25,10:40,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,17,20002.519649606602
1559,9548,BANGRES04DEL02,,,14-03-2022,,20:40,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,31,20002.519649606602
1560,40935,RANCHIRES07DEL01,36.0,4.2,09-03-2022,13:10,13:25,Stormy,High,1,Buffet,scooter,1.0,No,Metropolitian,33,20002.519649606602
1561,15039,VADRES17DEL01,25.0,4.7,31-03-2022,21:10,21:25,Sunny,Jam,1,Snack,scooter,1.0,No,Urban,10,20002.519649606602
1562,40403,RANCHIRES18DEL01,24.0,4.7,05-04-2022,13:50,14:05,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,28,20002.519649606602
1563,2729,RANCHIRES07DEL01,35.0,4.6,07-03-2022,0.458333333,11:10,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,27,20002.519649606602
1564,18380,INDORES20DEL03,33.0,4.9,26-03-2022,22:20,22:30,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,20002.519649606602
1565,19872,SURRES20DEL03,28.0,4.7,30-03-2022,18:45,18:50,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,20002.519649606602
1566,36647,PUNERES04DEL02,37.0,4.6,17-03-2022,23:50,23:55,Fog,Low,0,Meal,motorcycle,,No,Metropolitian,27,20002.519649606602
1567,16825,ALHRES15DEL02,,,17-02-2022,,09:20,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,16,20002.519649606602
1568,9020,MUMRES09DEL02,27.0,4.8,13-03-2022,09:30,09:40,Sunny,Low,2,Snack,scooter,,No,Metropolitian,16,20002.519649606602
1569,41404,MYSRES18DEL02,29.0,4.6,05-03-2022,08:15,08:25,Cloudy,Low,1,Meal,motorcycle,0.0,No,Urban,17,20002.519649606602
1570,30057,RANCHIRES15DEL02,26.0,4.5,11-03-2022,22:50,0.958333333,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,19,20002.519649606602
1571,32863,JAPRES11DEL03,29.0,4.9,28-03-2022,19:50,19:55,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,28,20002.519649606602
1572,17034,COIMBRES20DEL01,27.0,4.8,24-03-2022,0.708333333,17:15,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.519649606602
1573,14449,INDORES11DEL01,32.0,4.7,04-04-2022,17:25,17:40,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,36,20002.519649606602
1574,14513,SURRES15DEL02,37.0,4.5,20-03-2022,18:20,18:25,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,21,20002.519649606602
1575,38113,BANGRES09DEL02,20.0,4.9,08-03-2022,20:15,20:20,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,20,20002.519649606602
1576,28914,JAPRES15DEL01,34.0,4.9,21-03-2022,14:25,14:35,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.519649606602
1577,36909,PUNERES20DEL02,23.0,4.0,13-03-2022,11:55,12:10,Fog,High,1,Buffet,scooter,2.0,No,Metropolitian,32,20002.519649606602
1578,23415,SURRES05DEL02,29.0,4.9,29-03-2022,19:50,0.833333333,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,38,20002.519649606602
1579,18911,ALHRES03DEL03,38.0,4.8,17-02-2022,22:45,22:55,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,20,20002.519649606602
1580,22847,DEHRES07DEL03,21.0,4.8,18-02-2022,21:10,21:25,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,25,20002.519649606602
1581,27055,RANCHIRES12DEL01,26.0,4.5,01-03-2022,10:20,10:30,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,27,20002.519649606602
1582,35005,VADRES19DEL03,34.0,4.7,31-03-2022,21:15,21:30,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.519649606602
1583,5114,BANGRES06DEL03,38.0,5.0,03-03-2022,22:25,22:40,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.519649606602
